user,session_count,total_events,unique_page_types,events_per_session
3067015136163182752u,1,19,3,19.0
3067768041591902208u,1,10,2,10.0
3072295801350122015u,3,11,3,3.6666666666666665
3074909375998788379u,1,9,1,9.0
3079885327230473951u,1,6,2,6.0
3080171173492253033u,2,12,4,6.0
308056545714186611u,1,8,1,8.0
3083530266148021346u,3,20,2,6.666666666666667
3086482747766800113u,5,52,3,10.4
3086830394905738075u,6,20,3,3.3333333333333335
3087366235285756013u,1,10,2,10.0
308749289473227960u,1,7,2,7.0
3088073658717745473u,1,7,1,7.0
3088143130220614472u,1,15,4,15.0
3088336853630800400u,1,9,2,9.0
3088606316671399635u,1,6,2,6.0
308884189347121249u,1,6,2,6.0
3089565123330156115u,1,28,3,28.0
3090683639712132804u,1,7,1,7.0
3095046728656669906u,2,7,1,3.5
3096649281460852856u,2,7,1,3.5
3098169606109751844u,1,9,1,9.0
3098846094000349954u,4,6,1,1.5
3099152177249979378u,2,6,1,3.0
309970787398670359u,3,19,2,6.333333333333333
3102182417069861309u,3,32,3,10.666666666666666
3103134580899597946u,1,9,3,9.0
3104183874648061585u,1,6,1,6.0
3104205180729175358u,2,22,2,11.0
3105108997080700185u,1,10,1,10.0
3105307374664701023u,1,7,1,7.0
3107164202038313823u,1,9,2,9.0
3107847762550807441u,10,10,1,1.0
3108786606450571479u,1,6,1,6.0
31106768466110848u,1,6,1,6.0
3110968588873112808u,1,10,2,10.0
3111202239883542141u,6,6,1,1.0
3111465169496207901u,1,8,3,8.0
3112239588407273040u,1,9,1,9.0
3112407417181828107u,3,6,1,2.0
3114157926390148162u,1,6,2,6.0
3114512081504296349u,3,6,1,2.0
3115341363205626616u,1,9,2,9.0
311825281699357251u,2,16,3,8.0
3121282259200663393u,1,11,3,11.0
3121719127587821054u,1,11,3,11.0
3122181125063497304u,1,21,3,21.0
3122320198689100453u,2,9,1,4.5
3122420092417848711u,1,7,3,7.0
3122423729975550500u,1,8,2,8.0
3123970992109003735u,1,12,4,12.0
3127442207588884022u,1,16,3,16.0
3131830796499129508u,5,6,1,1.2
313470848744183034u,1,11,2,11.0
313652255612227382u,1,6,3,6.0
3136892535578440942u,1,12,3,12.0
3136931052460303150u,2,9,1,4.5
3137105808352641339u,2,16,2,8.0
3137546850597403893u,1,8,1,8.0
3137962638394600748u,1,17,1,17.0
3138057137507397423u,1,7,2,7.0
3138593012386811359u,1,10,2,10.0
3138902166142490190u,1,6,1,6.0
3139417716716199852u,1,7,2,7.0
3139680775676484769u,6,7,1,1.1666666666666667
3139755856665064318u,1,7,2,7.0
3139803803408703821u,2,6,1,3.0
3140525980995811619u,2,23,3,11.5
314093123124299091u,1,11,2,11.0
3141586482596821926u,1,13,2,13.0
3142678729553431024u,1,24,2,24.0
3142941692625702453u,2,14,4,7.0
3144684385250151342u,3,14,3,4.666666666666667
3146770495554542479u,3,10,1,3.3333333333333335
3147455936665306584u,1,7,2,7.0
3147660273562060352u,1,29,3,29.0
3149483208007659707u,15,40,3,2.6666666666666665
3150006733125637381u,1,6,1,6.0
3150561708031927761u,1,9,2,9.0
3151383418161542526u,5,6,1,1.2
3151549856996731169u,1,12,2,12.0
3152736683875649350u,1,22,2,22.0
3152865397455055597u,1,6,2,6.0
3153012898526826117u,3,10,1,3.3333333333333335
3154872958186351599u,2,11,4,5.5
315508067679488506u,1,6,1,6.0
3156275266416309321u,2,44,4,22.0
3158234389188082228u,3,12,3,4.0
3158618596891501374u,5,31,4,6.2
3161027233551577017u,1,12,3,12.0
3162262566316679578u,3,11,4,3.6666666666666665
3163121750245769832u,1,6,3,6.0
3165007086992770491u,2,29,3,14.5
3165026671654121765u,10,10,1,1.0
3166368156510036982u,1,8,2,8.0
3168136639695309217u,1,8,3,8.0
3168815452575758359u,1,16,1,16.0
3171188825117067425u,9,9,1,1.0
3172084330302985155u,1,14,2,14.0
3172962116487365912u,10,48,3,4.8
3173014601682631937u,1,6,2,6.0
3173019164670855449u,1,8,2,8.0
317410950694310661u,2,24,4,12.0
3174157767400213154u,1,7,2,7.0
3175651519874246632u,2,6,1,3.0
3176747613409982877u,1,6,2,6.0
3177162125258480470u,1,9,1,9.0
3177468515456497970u,1,9,3,9.0
3180549269252156088u,1,16,2,16.0
3183232045248681680u,2,9,1,4.5
3183427612704302055u,1,8,3,8.0
3183530513096145663u,1,6,2,6.0
3183573691545059744u,1,10,3,10.0
3184297521411671687u,1,9,2,9.0
3186022819407897643u,1,9,2,9.0
3186238604992195053u,1,19,1,19.0
318795497675184217u,1,7,1,7.0
318934999568381902u,2,16,2,8.0
3190370875400965536u,1,7,2,7.0
3192591420876266252u,1,56,2,56.0
3192655284420392771u,2,11,3,5.5
3193474993027996665u,1,18,3,18.0
3194987376326091966u,2,28,2,14.0
3195920025036709086u,3,27,4,9.0
3196953116841669747u,1,29,2,29.0
3197188638082540046u,1,11,2,11.0
3197210913001653396u,2,20,3,10.0
3197318809707017339u,1,6,2,6.0
3198527255223687825u,1,7,2,7.0
3199019181006008696u,4,34,4,8.5
3200245108682124583u,1,6,2,6.0
320108116499245477u,1,15,1,15.0
3202230405132455446u,1,9,1,9.0
3202325247535128614u,1,35,4,35.0
3202682594342511994u,4,12,2,3.0
3202922321296370600u,5,8,1,1.6
3203225321644360063u,1,7,2,7.0
320609909927237622u,5,6,1,1.2
3206588003027621183u,1,7,2,7.0
3208502381807362986u,3,17,2,5.666666666666667
3209615796856247772u,2,6,1,3.0
3210003794821782259u,1,8,4,8.0
3210768783619078977u,4,7,1,1.75
321241492742659182u,1,6,3,6.0
3212482727799416486u,4,6,1,1.5
3212506036624790803u,1,9,2,9.0
3212591703913582409u,1,7,1,7.0
3213106671280735020u,1,6,1,6.0
3213766206954849200u,1,15,3,15.0
3214634084982173849u,9,9,1,1.0
3215150277418033216u,1,50,4,50.0
3215443921749119266u,2,7,1,3.5
3215653133932776178u,1,9,2,9.0
3215842346281350376u,7,7,1,1.0
3216033205547771392u,1,7,1,7.0
3218950539581564642u,1,7,1,7.0
3219957237726651794u,6,6,1,1.0
3220990970935923307u,1,16,2,16.0
3221814563784922368u,1,8,3,8.0
3222640038394661028u,1,8,2,8.0
3223820755953823075u,1,12,1,12.0
3224301973515457299u,1,10,2,10.0
3224513996836563887u,1,7,1,7.0
3224825242628465055u,1,10,3,10.0
3225253975874773020u,1,15,2,15.0
3225437838959756641u,1,11,2,11.0
3227094047274956486u,1,6,3,6.0
3228568348408410036u,1,35,2,35.0
3228587811394001616u,1,9,3,9.0
3229383495977238054u,1,14,2,14.0
3229442203737837559u,1,20,2,20.0
3229547638634529059u,1,6,1,6.0
3230175116812607790u,1,6,3,6.0
3233986763487236986u,3,22,2,7.333333333333333
3235591694440039004u,2,7,1,3.5
3236396440422242599u,1,19,2,19.0
323655962392131788u,3,12,3,4.0
3238258821922907970u,1,6,2,6.0
3238413729193729783u,6,36,4,6.0
3238679806309335778u,2,6,1,3.0
3239095015936047267u,1,7,2,7.0
3242670444449488069u,2,48,1,24.0
3242870200586029576u,6,19,3,3.1666666666666665
3243271245833473420u,1,6,3,6.0
3243279374607731316u,3,8,1,2.6666666666666665
3244334259360750369u,4,25,3,6.25
3245923900536341434u,1,6,2,6.0
3247018521802174450u,1,8,2,8.0
3249203759506774652u,1,8,2,8.0
3249889029516630934u,1,6,2,6.0
3252158548058658365u,1,16,2,16.0
3252275255604697509u,2,13,2,6.5
3252297394958078088u,1,7,1,7.0
3253726804656277651u,4,25,2,6.25
3254775985798852983u,1,11,4,11.0
3256194283587553483u,3,12,2,4.0
3256292534093078713u,1,12,4,12.0
325631507376188959u,5,45,3,9.0
3260005630877860191u,2,12,3,6.0
3260454297543920486u,1,11,2,11.0
3261943366710983071u,5,11,2,2.2
3262590589470020378u,1,6,1,6.0
3262962938081552885u,7,11,1,1.5714285714285714
3264516508289960985u,3,7,1,2.3333333333333335
3266122636489916917u,1,18,3,18.0
3266716152648533154u,1,6,2,6.0
3267707868650338670u,5,54,3,10.8
3268606193867271871u,1,7,3,7.0
3269450095601557674u,3,6,1,2.0
3270259201443212349u,1,6,1,6.0
3271163549768213721u,6,6,1,1.0
3272206802327818446u,1,6,4,6.0
3274022490094129804u,1,22,3,22.0
3274401364700956702u,4,7,1,1.75
3276651950485079153u,5,17,4,3.4
327913175396092567u,1,6,3,6.0
3281479020941966005u,1,19,2,19.0
3281554112698183484u,1,6,3,6.0
3281991659420717293u,3,7,1,2.3333333333333335
3282718758895697593u,2,6,1,3.0
3284234637687974891u,1,6,1,6.0
3284368582223767533u,6,13,3,2.1666666666666665
3285581266094631881u,1,10,2,10.0
3285941152036720127u,1,7,3,7.0
3286785208016488607u,1,11,3,11.0
328695721181740996u,1,8,2,8.0
3287046180965046126u,2,7,1,3.5
3288679457695885578u,6,6,1,1.0
3288935928279483485u,1,14,2,14.0
3290263127028318686u,1,18,2,18.0
3292047655369173436u,5,7,1,1.4
3295018420486504739u,1,8,1,8.0
3296835458036230935u,1,10,3,10.0
3297391021729311367u,1,6,2,6.0
3298067394707723731u,1,6,2,6.0
3298884831167850104u,3,6,1,2.0
329925180214681638u,1,6,2,6.0
3302102334390775036u,1,7,3,7.0
3305824112547156416u,1,7,1,7.0
3307999203089959353u,1,7,1,7.0
3308251918522772665u,1,14,2,14.0
3308373926573843311u,1,15,4,15.0
3309469507541679020u,11,11,1,1.0
3312631070958860107u,2,9,1,4.5
3316475029595263665u,3,7,1,2.3333333333333335
3316628254500157128u,1,8,2,8.0
3317284306762187885u,12,12,1,1.0
3317402945560150890u,1,6,3,6.0
3318608910939197319u,1,12,3,12.0
3319106745168272917u,1,6,2,6.0
3319674543518160573u,3,28,4,9.333333333333334
331994524349495611u,1,27,2,27.0
3320080626676752970u,4,6,1,1.5
3320819638423822186u,1,10,1,10.0
3321627078817423013u,7,7,1,1.0
3322678139634046982u,1,17,3,17.0
3322947079676178425u,1,9,3,9.0
3325265998749683807u,1,8,2,8.0
3327709552821597047u,4,6,1,1.5
3327815223002581773u,1,6,2,6.0
3328253680989477071u,1,6,2,6.0
3328629233404582791u,7,7,1,1.0
3329279056484091324u,2,6,1,3.0
3330915270660461645u,2,21,2,10.5
3331815817232600058u,1,8,1,8.0
3333244146101432194u,1,6,2,6.0
3334543355500367230u,1,7,2,7.0
3336900284883548487u,1,15,2,15.0
333703284853393139u,1,8,2,8.0
3339447055001702869u,4,6,1,1.5
3339724874145324742u,1,10,2,10.0
3340358767322160189u,1,10,2,10.0
3343873369406931368u,1,6,2,6.0
3345598921446155431u,1,6,4,6.0
3349177556832962929u,1,14,1,14.0
335048624249306436u,2,8,1,4.0
3352436536490600157u,4,19,2,4.75
3353616894477542509u,1,7,2,7.0
3354079023854610495u,1,15,3,15.0
335475653442024627u,2,10,1,5.0
335505024955260558u,3,11,1,3.6666666666666665
3355375802524667127u,1,8,2,8.0
3357189052017924338u,1,6,2,6.0
3358621204642143636u,1,6,2,6.0
3358921980176702162u,1,11,3,11.0
3361007759291051902u,1,6,1,6.0
3363126892478417619u,2,8,1,4.0
336669215756690430u,1,10,3,10.0
3367478250564029563u,2,22,4,11.0
3367718975595862798u,19,89,4,4.684210526315789
3367788168337220168u,1,8,3,8.0
3368133668752433653u,1,20,1,20.0
3369841037738951837u,1,9,2,9.0
337118419763470587u,10,20,1,2.0
3372043650961612920u,6,6,1,1.0
3372342609655480264u,1,8,3,8.0
3374069436706735799u,2,16,2,8.0
3374537317272991052u,1,14,1,14.0
3374876734960341954u,2,7,1,3.5
337568157608144881u,1,10,3,10.0
3375736737909102649u,4,24,2,6.0
3376364418899213924u,3,25,4,8.333333333333334
3378973133263310843u,1,6,2,6.0
3379303212211707920u,1,7,1,7.0
3379652389742978968u,1,7,2,7.0
3379796280136931306u,1,6,1,6.0
3380834930098897256u,3,18,4,6.0
3381458709067095379u,7,60,4,8.571428571428571
3382417702363799388u,2,14,2,7.0
3383418299271700810u,10,27,4,2.7
3383796449801142501u,6,20,3,3.3333333333333335
3383877028117658884u,1,15,2,15.0
3384792915249871607u,7,7,1,1.0
3386265619126013053u,3,17,3,5.666666666666667
3388324553496021631u,1,14,1,14.0
3388684660799499046u,2,7,1,3.5
3388925063637912705u,1,7,3,7.0
3390655523437368799u,5,13,3,2.6
3390950863852788292u,13,17,1,1.3076923076923077
3394314538104461311u,1,8,3,8.0
3394383373313440157u,2,7,1,3.5
339536387149278705u,1,7,2,7.0
3396361845795817945u,1,10,2,10.0
339682972256488178u,1,8,1,8.0
339708805361964241u,2,12,4,6.0
3398623927012553254u,1,12,3,12.0
3399012661746785883u,1,13,2,13.0
3400176343701635514u,10,16,1,1.6
3401303600933581623u,1,7,3,7.0
3401832724913672203u,1,7,1,7.0
3402576736033231228u,1,8,3,8.0
3402922337918590762u,1,7,3,7.0
3403844805861546020u,1,6,3,6.0
3404550913385172176u,1,10,2,10.0
3405102952740064487u,1,12,3,12.0
3405203908205353692u,1,7,2,7.0
3405738732227527527u,6,10,1,1.6666666666666667
3407432344541342049u,1,19,2,19.0
3407461580638575103u,1,10,2,10.0
3408500283082592824u,2,13,1,6.5
3410192358892638341u,1,8,2,8.0
3410758792413675972u,2,26,3,13.0
3410889168422307167u,1,8,1,8.0
341183107655859369u,12,12,1,1.0
3412876795507974677u,1,15,1,15.0
3414054079753717527u,1,11,2,11.0
3414299583380408767u,1,10,3,10.0
3414559345791233630u,16,16,1,1.0
341463081550877478u,1,7,1,7.0
3415079756699063584u,2,6,1,3.0
3415961229904117248u,4,20,3,5.0
3415982465668934293u,4,26,3,6.5
341738160861499321u,1,7,2,7.0
3418618970578370261u,1,13,2,13.0
3419701031892914238u,2,11,2,5.5
3420314482174331305u,1,8,1,8.0
3423730920152987592u,1,8,2,8.0
3423888929418597323u,29,68,2,2.3448275862068964
3424677698394787079u,1,8,2,8.0
3425786458102023408u,2,9,1,4.5
3426714803478143555u,1,11,1,11.0
3427194669838412851u,1,6,1,6.0
342905785479260939u,1,6,1,6.0
3429570148583620860u,2,17,3,8.5
3431595100067222148u,3,33,2,11.0
3431699489200251533u,1,7,2,7.0
3433016747841316306u,1,7,2,7.0
3437652273030442293u,1,7,2,7.0
343818180239914014u,7,7,1,1.0
3441666172932101344u,1,7,4,7.0
3441684038860610025u,1,6,2,6.0
3441924294240801814u,1,7,3,7.0
3442090471884314420u,1,9,2,9.0
3442905309534284741u,2,10,1,5.0
3443230228344716498u,1,6,2,6.0
3443675738354307136u,1,7,1,7.0
3445268635877054573u,7,68,2,9.714285714285714
344596529864944670u,1,7,3,7.0
3446379614364167873u,1,16,4,16.0
3447012663030770795u,1,9,2,9.0
3450840203430355823u,1,8,3,8.0
3451237719645475929u,2,22,4,11.0
3453635012467030665u,2,12,3,6.0
3454230579566748260u,1,6,3,6.0
3456208311439127879u,1,6,1,6.0
3456931608620239414u,2,12,2,6.0
3459361000733477250u,3,11,2,3.6666666666666665
3459908771341484083u,7,10,1,1.4285714285714286
3461490170127003227u,6,22,1,3.6666666666666665
3462750703780941189u,1,11,3,11.0
346484939517350032u,2,7,1,3.5
346552024483352221u,1,6,2,6.0
3465908360549592761u,1,10,1,10.0
346606765593483554u,4,31,3,7.75
3466135282856786004u,1,11,3,11.0
3466150705959472639u,1,7,2,7.0
3466794219747875470u,1,6,2,6.0
3467730921591369109u,2,13,3,6.5
346818836794578221u,1,7,2,7.0
3469341022453659711u,3,19,4,6.333333333333333
3470298400534291955u,1,6,2,6.0
3471462426787243619u,1,25,2,25.0
3472036506011272719u,1,10,3,10.0
3472381938019785290u,2,11,3,5.5
3475228846498346303u,6,42,2,7.0
3475801511625471365u,1,7,1,7.0
3476835982026172894u,1,7,2,7.0
3476843616697800992u,1,8,3,8.0
3477995700956727297u,3,52,3,17.333333333333332
3480035035750315370u,3,11,3,3.6666666666666665
3480774076690255429u,1,18,2,18.0
3484236149365512005u,1,8,1,8.0
3484751521475764538u,1,7,1,7.0
3486854025256620427u,1,8,2,8.0
3487627367704692058u,5,42,4,8.4
3488609527259977703u,6,13,3,2.1666666666666665
3489692084325996567u,1,6,2,6.0
349084237589491551u,3,34,3,11.333333333333334
3490866986207375741u,1,7,2,7.0
3493194014920464464u,2,8,1,4.0
3493850923632319463u,1,22,2,22.0
3495583125221386738u,1,6,4,6.0
3496863116639780539u,1,7,2,7.0
3498092519507139617u,2,18,4,9.0
3499136880974716155u,1,6,3,6.0
3500433278352211288u,5,6,1,1.2
3501046085436234807u,1,6,3,6.0
3502031183318956582u,1,6,3,6.0
3502467426090924488u,4,31,4,7.75
3506117443383194484u,1,6,1,6.0
3507212132714119597u,1,6,1,6.0
3507649146965932449u,1,17,2,17.0
3511103963124360982u,1,28,3,28.0
3511193546922346015u,1,13,2,13.0
3511374006161551450u,1,6,1,6.0
3511562851098000402u,1,25,3,25.0
351179371059084713u,1,12,1,12.0
3513270069672975194u,1,6,2,6.0
3513825511693209659u,2,18,2,9.0
3514024898015888918u,2,8,1,4.0
351424297645148763u,5,14,2,2.8
3518747884575810965u,2,18,4,9.0
3518996715535593827u,1,7,2,7.0
351961714060347930u,14,68,4,4.857142857142857
3520935590307880798u,1,9,3,9.0
3520962647291003039u,1,10,1,10.0
3521150440601321145u,2,7,1,3.5
3522236918220341063u,1,10,4,10.0
3523067361149054859u,2,10,1,5.0
3525510416539265914u,3,45,2,15.0
352743333488107817u,2,17,3,8.5
3528067876948769668u,1,16,4,16.0
3528374724857115343u,2,8,1,4.0
3530237978614385059u,1,6,2,6.0
3530488065856793004u,3,12,2,4.0
3530773561744012473u,1,6,3,6.0
3531757391381437042u,2,12,1,6.0
3532477543034791812u,7,27,4,3.857142857142857
3532742905664754484u,1,7,2,7.0
3533174598061611984u,1,15,2,15.0
3534558656683318401u,2,7,1,3.5
3535402128802228789u,1,6,2,6.0
3536022681237130030u,5,9,1,1.8
3537025023807465515u,1,8,3,8.0
3538050272665216769u,2,12,3,6.0
3539772695331990436u,2,10,1,5.0
3540404119463259051u,3,7,1,2.3333333333333335
3545062360109443424u,1,37,4,37.0
3546055097357613485u,7,13,2,1.8571428571428572
3546791647309727972u,1,9,3,9.0
3551402838995218860u,1,6,2,6.0
3552192879268680888u,3,27,4,9.0
3552230828508538445u,1,15,4,15.0
3554299462702154152u,1,7,2,7.0
3554772594539795423u,1,9,3,9.0
3555085968590495430u,2,58,4,29.0
3555626442777292276u,1,11,3,11.0
3556113358012772003u,1,9,3,9.0
3557460654089429536u,2,29,2,14.5
3559810505194454027u,11,15,1,1.3636363636363635
3560115770334378330u,3,11,2,3.6666666666666665
3562311879760318343u,1,7,2,7.0
3563729858852645426u,1,19,2,19.0
3564768274374072499u,3,16,4,5.333333333333333
3564957689677284112u,8,9,1,1.125
3566337876293481337u,2,37,3,18.5
3568024275645046932u,1,9,3,9.0
3568954873896994467u,2,24,4,12.0
3569564815822804927u,4,15,2,3.75
3569821940370897989u,1,6,1,6.0
3572075680359179689u,2,7,1,3.5
3573433185498494667u,3,6,1,2.0
3573713164235205971u,1,7,3,7.0
3574024684206382392u,1,15,2,15.0
3574899722576294675u,1,9,2,9.0
3575385100854919910u,1,7,1,7.0
3577250084317379855u,1,10,2,10.0
3579421459615529662u,1,9,3,9.0
3579585599507522428u,1,8,2,8.0
3580488079169467614u,2,6,1,3.0
3581681535960769297u,1,14,3,14.0
3582693890730812412u,3,37,2,12.333333333333334
3583150237050406860u,1,30,4,30.0
358439379654660323u,3,18,4,6.0
3585855442090248506u,1,6,2,6.0
3585948210526947030u,2,11,1,5.5
3589024052281753720u,6,16,3,2.6666666666666665
3590268330763606933u,2,22,2,11.0
3590559052034426130u,4,7,1,1.75
3591642407615715700u,10,36,3,3.6
3593618095325823879u,2,13,3,6.5
3593707909232790647u,1,6,2,6.0
3595805178284206692u,1,6,2,6.0
3596583819924113813u,2,13,1,6.5
3596725507974308383u,6,37,3,6.166666666666667
3598904476360360031u,1,10,2,10.0
3599128831013204580u,1,7,2,7.0
3599760511833042593u,1,6,2,6.0
3600737594065537106u,1,8,2,8.0
3600913588589056396u,1,7,2,7.0
3601250181821121660u,1,7,2,7.0
360166061331938406u,5,7,1,1.4
3603030222508617139u,1,10,1,10.0
3604793375486608180u,1,7,1,7.0
3605070658177897195u,1,17,4,17.0
3605750507394814567u,1,8,1,8.0
361077818435942828u,1,9,2,9.0
361086388879195107u,2,6,1,3.0
3611333677176640401u,1,10,1,10.0
3611675132888197798u,1,6,1,6.0
3612298031325061355u,1,10,2,10.0
3615075380404159427u,12,66,4,5.5
3617421466833408612u,1,6,2,6.0
3617922238683757678u,2,12,2,6.0
3618061255911806682u,3,8,1,2.6666666666666665
3619143219030832978u,6,9,1,1.5
3619292950711353656u,1,7,4,7.0
3619707764562843902u,2,12,1,6.0
3620281921033853960u,1,6,4,6.0
3620342543780300717u,2,24,2,12.0
3622288931658809627u,1,8,3,8.0
3622432716326656490u,2,14,2,7.0
362266694519080443u,2,6,1,3.0
3622941301936052546u,1,12,3,12.0
3623311351478487554u,2,11,2,5.5
3623620622202103217u,1,14,3,14.0
3623745321227406470u,1,7,2,7.0
3624270540426396895u,2,21,3,10.5
3625143354822267550u,1,10,3,10.0
3625409686228159236u,2,6,1,3.0
3626573343696173002u,2,16,3,8.0
3627167302024436566u,2,8,1,4.0
3627632039312131747u,1,12,2,12.0
3627943593402448526u,1,12,3,12.0
3629391380585411783u,8,8,1,1.0
3629463565767318688u,1,6,2,6.0
3629517135612612509u,3,12,3,4.0
3631100019455495213u,1,7,3,7.0
3633590478620058266u,1,72,4,72.0
3635050734356386099u,1,6,2,6.0
3637241774524866108u,6,6,1,1.0
3637767041417869679u,1,6,1,6.0
3639368097959915737u,3,7,1,2.3333333333333335
3644109567652298899u,1,17,3,17.0
3644237996164318827u,1,6,3,6.0
3645149217988631410u,12,13,1,1.0833333333333333
3645677157488869422u,2,11,4,5.5
3646889966853668666u,1,8,2,8.0
3647569246395990617u,1,7,1,7.0
364781764932200287u,3,11,3,3.6666666666666665
3648087697449070718u,1,15,2,15.0
3650400671978666502u,30,44,1,1.4666666666666666
365091993624295210u,2,25,2,12.5
3651195058922120025u,1,15,2,15.0
3652116969882843813u,5,11,1,2.2
365281206463746668u,1,6,2,6.0
3654585840024160196u,3,10,1,3.3333333333333335
3654705223998224204u,1,18,4,18.0
3654845310814137256u,1,6,3,6.0
3655419288997423859u,1,9,2,9.0
3655531051908433945u,4,13,1,3.25
3655829793471041308u,1,11,4,11.0
3657003090622291041u,5,16,2,3.2
3657193221846851021u,1,6,1,6.0
3657378782437603687u,3,9,1,3.0
3657792238308083985u,1,6,1,6.0
3660162938507264863u,6,10,1,1.6666666666666667
3661794595648889896u,1,9,3,9.0
3663290077108203661u,2,22,4,11.0
3663335111661750944u,1,6,2,6.0
3663391531043817582u,1,6,2,6.0
3667769919588026571u,1,14,3,14.0
366878590342824549u,1,12,1,12.0
366980552808660360u,1,8,4,8.0
3670635598604814738u,1,6,2,6.0
3671438932571218002u,1,6,2,6.0
3671488281311026827u,1,7,1,7.0
3674153550115016507u,1,6,2,6.0
3676963388549310u,1,6,1,6.0
3677358893143474401u,1,7,3,7.0
3677363430722601207u,2,16,4,8.0
3680599092111879962u,5,13,2,2.6
3680990571892334341u,1,6,2,6.0
3682064391866959198u,1,8,1,8.0
3683067064200991712u,1,6,1,6.0
3684642670949015888u,5,76,3,15.2
3684906567725290393u,11,13,1,1.1818181818181819
3685463183301106191u,2,40,4,20.0
3685479139466827405u,4,6,1,1.5
3686038373106287534u,1,8,2,8.0
3687358415890103339u,2,16,2,8.0
3687362066232928474u,1,8,2,8.0
3690121823746351280u,1,7,1,7.0
3691520557068197797u,1,8,2,8.0
3691924733944161936u,1,10,4,10.0
3693246135876741271u,3,31,3,10.333333333333334
3693320769726785771u,1,7,3,7.0
3694644049475668244u,1,6,1,6.0
3696135243544081375u,4,12,3,3.0
3696930977249755332u,6,6,1,1.0
3698336944705560694u,3,12,1,4.0
3699209008095668679u,1,10,3,10.0
3700332554926025500u,3,16,2,5.333333333333333
3700372897372693972u,1,10,1,10.0
3701189913005486593u,2,17,1,8.5
370227420700925530u,13,24,1,1.8461538461538463
3703151275624789223u,1,16,2,16.0
3703636088462455067u,1,6,3,6.0
3704437297571448890u,5,40,4,8.0
3704516612246658465u,4,16,4,4.0
3704877844518335436u,1,7,3,7.0
3705100196672399300u,1,6,1,6.0
3705178401561697596u,1,8,1,8.0
3705225452305371482u,1,6,2,6.0
3705670120299879869u,3,13,3,4.333333333333333
3707361033286848344u,3,6,1,2.0
3708439188155248160u,2,7,1,3.5
370915929158593545u,1,7,2,7.0
